l,volume,execution_time,id,provider,score_obtained,score_max,status,ai_answer,correct_answer,error,label,latency,mismatches,system_prompt,type,tac_id,model_id
75,10,2026-01-03 10:22:47,Q4-2-2,Gemini,10,10,PERFECT,"{""q1_pl_rows"":[{""account"":""売上高"",""debit"":null,""credit"":9320000},{""account"":""売上原価"",""debit"":null,""credit"":null},{""account"":""月初製品有高"",""debit"":560000,""credit"":null},{""account"":""当月製品製造原価"",""debit"":4488000,""credit"":null},{""account"":""合計"",""debit"":5048000,""credit"":null},{""account"":""月末製品有高"",""debit"":2130000,""credit"":null},{""account"":""差引"",""debit"":2918000,""credit"":null},{""account"":""原価差異"",""debit"":139000,""credit"":null},{""account"":""売上総利益"",""debit"":null,""credit"":6263000},{""account"":""販売費および一般管理費"",""debit"":null,""credit"":1870000},{""account"":""営業利益"",""debit"":null,""credit"":4393000}],""q2"":[{""type"":""予算差異"",""side"":""借方差異"",""amount"":40000},{""type"":""操業度差異"",""side"":""借方差異"",""amount"":99000}]}","[{""q1_pl_rows"":[{""account"":""売上高"",""debit"":null,""credit"":9320000,""score"":0},{""account"":""売上原価"",""debit"":null,""credit"":null,""score"":0},{""account"":""月初製品有高"",""debit"":560000,""credit"":null,""score"":0},{""account"":""当月製品製造原価"",""debit"":4488000,""credit"":null,""score"":0},{""account"":""合計"",""debit"":5048000,""credit"":null,""score"":0},{""account"":""月末製品有高"",""debit"":2130000,""credit"":null,""score"":2},{""account"":""差引"",""debit"":2918000,""credit"":null,""score"":0},{""account"":""原価差異"",""debit"":139000,""credit"":139000,""score"":0},{""account"":""売上総利益"",""debit"":null,""credit"":6263000,""score"":0},{""account"":""販売費および一般管理費"",""debit"":null,""credit"":1870000,""score"":0},{""account"":""営業利益"",""debit"":null,""credit"":4393000,""score"":2}],""q2"":[{""type"":""予算差異"",""side"":""借方差異"",""score"":3,""amount"":40000},{""type"":""操業度差異"",""side"":""借方差異"",""score"":3,""amount"":99000}]}]",,第4問 (2) 月次損益計算書,104736,[],あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,FINANCIAL_STATEMENTS,grade2_volume10,gemini-3-pro-preview
76,10,2026-01-03 09:48:39,Q4-2-2,OpenAI,0,10,FAIL,"{""q1_pl_rows"":[{""account"":""売上高"",""debit"":null,""credit"":9320000},{""account"":""売上原価"",""debit"":null,""credit"":null},{""account"":""月初製品有高"",""debit"":560000,""credit"":null},{""account"":""当月製品製造原価"",""debit"":4447500,""credit"":null},{""account"":""合計"",""debit"":5007500,""credit"":null},{""account"":""月末製品有高"",""debit"":608500,""credit"":null},{""account"":""差引"",""debit"":4399000,""credit"":null},{""account"":""原価差異"",""debit"":null,""credit"":170000},{""account"":""売上総利益"",""debit"":null,""credit"":5091000},{""account"":""販売費および一般管理費"",""debit"":null,""credit"":1870000},{""account"":""営業利益"",""debit"":null,""credit"":3221000}],""q2"":[{""type"":""予算差異"",""side"":""貸方差異"",""amount"":40000},{""type"":""操業度差異"",""side"":""借方差異"",""amount"":210000}]}","[{""q1_pl_rows"":[{""account"":""売上高"",""debit"":null,""credit"":9320000,""score"":0},{""account"":""売上原価"",""debit"":null,""credit"":null,""score"":0},{""account"":""月初製品有高"",""debit"":560000,""credit"":null,""score"":0},{""account"":""当月製品製造原価"",""debit"":4488000,""credit"":null,""score"":0},{""account"":""合計"",""debit"":5048000,""credit"":null,""score"":0},{""account"":""月末製品有高"",""debit"":2130000,""credit"":null,""score"":2},{""account"":""差引"",""debit"":2918000,""credit"":null,""score"":0},{""account"":""原価差異"",""debit"":139000,""credit"":139000,""score"":0},{""account"":""売上総利益"",""debit"":null,""credit"":6263000,""score"":0},{""account"":""販売費および一般管理費"",""debit"":null,""credit"":1870000,""score"":0},{""account"":""営業利益"",""debit"":null,""credit"":4393000,""score"":2}],""q2"":[{""type"":""予算差異"",""side"":""借方差異"",""score"":3,""amount"":40000},{""type"":""操業度差異"",""side"":""借方差異"",""score"":3,""amount"":99000}]}]",,第4問 (2) 月次損益計算書,23586,"[""Mismatch in Q1 月末製品有高: Expected {\""account\"":\""月末製品有高\"",\""debit\"":2130000}, Got {\""account\"":\""月末製品有高\"",\""debit\"":608500}"",""Mismatch in Q1 営業利益: Expected {\""account\"":\""営業利益\"",\""credit\"":4393000}, Got {\""account\"":\""営業利益\"",\""credit\"":3221000}"",""Missing Q2 item: 予算差異"",""Mismatch in Q2 操業度差異: Expected {\""type\"":\""操業度差異\"",\""side\"":\""借方差異\"",\""amount\"":99000}, Got {\""type\"":\""操業度差異\"",\""side\"":\""借方差異\"",\""amount\"":210000}""]",あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,FINANCIAL_STATEMENTS,grade2_volume10,gpt-5.2
77,10,2026-01-03 10:04:13,Q4-2-2,OpenAI,0,10,FAIL,"{""q1_pl_rows"":[{""account"":""売上高"",""debit"":null,""credit"":9320000},{""account"":""売上原価"",""debit"":null,""credit"":null},{""account"":""月初製品有高"",""debit"":560000,""credit"":null},{""account"":""当月製品製造原価"",""debit"":6202500,""credit"":null},{""account"":""合計"",""debit"":6762500,""credit"":null},{""account"":""月末製品有高"",""debit"":4180000,""credit"":null},{""account"":""差引"",""debit"":2582500,""credit"":null},{""account"":""原価差異"",""debit"":135000,""credit"":null},{""account"":""売上総利益"",""debit"":null,""credit"":6602500},{""account"":""販売費および一般管理費"",""debit"":null,""credit"":1870000},{""account"":""営業利益"",""debit"":null,""credit"":4732500}],""q2"":[{""type"":""予算差異"",""side"":""貸方差異"",""amount"":40000},{""type"":""操業度差異"",""side"":""借方差異"",""amount"":175000}]}","[{""q1_pl_rows"":[{""account"":""売上高"",""debit"":null,""credit"":9320000,""score"":0},{""account"":""売上原価"",""debit"":null,""credit"":null,""score"":0},{""account"":""月初製品有高"",""debit"":560000,""credit"":null,""score"":0},{""account"":""当月製品製造原価"",""debit"":4488000,""credit"":null,""score"":0},{""account"":""合計"",""debit"":5048000,""credit"":null,""score"":0},{""account"":""月末製品有高"",""debit"":2130000,""credit"":null,""score"":2},{""account"":""差引"",""debit"":2918000,""credit"":null,""score"":0},{""account"":""原価差異"",""debit"":139000,""credit"":139000,""score"":0},{""account"":""売上総利益"",""debit"":null,""credit"":6263000,""score"":0},{""account"":""販売費および一般管理費"",""debit"":null,""credit"":1870000,""score"":0},{""account"":""営業利益"",""debit"":null,""credit"":4393000,""score"":2}],""q2"":[{""type"":""予算差異"",""side"":""借方差異"",""score"":3,""amount"":40000},{""type"":""操業度差異"",""side"":""借方差異"",""score"":3,""amount"":99000}]}]",,第4問 (2) 月次損益計算書,4042,"[""Mismatch in Q1 月末製品有高: Expected {\""account\"":\""月末製品有高\"",\""debit\"":2130000}, Got {\""account\"":\""月末製品有高\"",\""debit\"":4180000}"",""Mismatch in Q1 営業利益: Expected {\""account\"":\""営業利益\"",\""credit\"":4393000}, Got {\""account\"":\""営業利益\"",\""credit\"":4732500}"",""Missing Q2 item: 予算差異"",""Mismatch in Q2 操業度差異: Expected {\""type\"":\""操業度差異\"",\""side\"":\""借方差異\"",\""amount\"":99000}, Got {\""type\"":\""操業度差異\"",\""side\"":\""借方差異\"",\""amount\"":175000}""]",あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,FINANCIAL_STATEMENTS,grade2_volume10,gpt-5.2
78,10,2026-01-03 10:22:47,Q4-2-2,OpenAI,0,10,FAIL,"{""q1_pl_rows"":[{""account"":""売上高"",""debit"":null,""credit"":9320000},{""account"":""売上原価"",""debit"":null,""credit"":null},{""account"":""月初製品有高"",""debit"":560000,""credit"":null},{""account"":""当月製品製造原価"",""debit"":4506000,""credit"":null},{""account"":""合計"",""debit"":5066000,""credit"":null},{""account"":""月末製品有高"",""debit"":2430500,""credit"":null},{""account"":""差引"",""debit"":2635500,""credit"":null},{""account"":""原価差異"",""debit"":null,""credit"":20000},{""account"":""売上総利益"",""debit"":null,""credit"":6704500},{""account"":""販売費および一般管理費"",""debit"":null,""credit"":1870000},{""account"":""営業利益"",""debit"":null,""credit"":4834500}],""q2"":[{""type"":""予算差異"",""side"":""借方差異"",""amount"":120000},{""type"":""操業度差異"",""side"":""貸方差異"",""amount"":140000}]}","[{""q1_pl_rows"":[{""account"":""売上高"",""debit"":null,""credit"":9320000,""score"":0},{""account"":""売上原価"",""debit"":null,""credit"":null,""score"":0},{""account"":""月初製品有高"",""debit"":560000,""credit"":null,""score"":0},{""account"":""当月製品製造原価"",""debit"":4488000,""credit"":null,""score"":0},{""account"":""合計"",""debit"":5048000,""credit"":null,""score"":0},{""account"":""月末製品有高"",""debit"":2130000,""credit"":null,""score"":2},{""account"":""差引"",""debit"":2918000,""credit"":null,""score"":0},{""account"":""原価差異"",""debit"":139000,""credit"":139000,""score"":0},{""account"":""売上総利益"",""debit"":null,""credit"":6263000,""score"":0},{""account"":""販売費および一般管理費"",""debit"":null,""credit"":1870000,""score"":0},{""account"":""営業利益"",""debit"":null,""credit"":4393000,""score"":2}],""q2"":[{""type"":""予算差異"",""side"":""借方差異"",""score"":3,""amount"":40000},{""type"":""操業度差異"",""side"":""借方差異"",""score"":3,""amount"":99000}]}]",,第4問 (2) 月次損益計算書,2853,"[""Mismatch in Q1 月末製品有高: Expected {\""account\"":\""月末製品有高\"",\""debit\"":2130000}, Got {\""account\"":\""月末製品有高\"",\""debit\"":2430500}"",""Mismatch in Q1 営業利益: Expected {\""account\"":\""営業利益\"",\""credit\"":4393000}, Got {\""account\"":\""営業利益\"",\""credit\"":4834500}"",""Mismatch in Q2 予算差異: Expected {\""type\"":\""予算差異\"",\""side\"":\""借方差異\"",\""amount\"":40000}, Got {\""type\"":\""予算差異\"",\""side\"":\""借方差異\"",\""amount\"":120000}"",""Missing Q2 item: 操業度差異""]",あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,FINANCIAL_STATEMENTS,grade2_volume10,gpt-5.2
79,10,2026-01-03 09:48:39,Q5,Gemini,12,12,PERFECT,"{""rows"":[{""account"":""売上高"",""period1"":1600000,""period2"":1600000},{""account"":""変動費"",""period1"":770000,""period2"":765000},{""account"":""貢献利益"",""period1"":830000,""period2"":835000},{""account"":""固定費"",""period1"":640000,""period2"":640000},{""account"":""営業利益"",""period1"":190000,""period2"":195000}]}","[{""rows"":[{""account"":""売上高"",""period1"":1600000,""period2"":1600000,""score"":0},{""account"":""変動費"",""period1"":770000,""period2"":765000,""score"":3},{""account"":""貢献利益"",""period1"":830000,""period2"":835000,""score"":3},{""account"":""固定費"",""period1"":640000,""period2"":640000,""score"":3},{""account"":""営業利益"",""period1"":190000,""period2"":195000,""score"":3}]}]",,第5問 直接原価計算PL,33309,[],あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,FINANCIAL_STATEMENTS,grade2_volume10,gemini-3-pro-preview
80,10,2026-01-03 10:04:13,Q5,Gemini,12,12,PERFECT,"{""rows"":[{""account"":""売上高"",""period1"":1600000,""period2"":1600000},{""account"":""変動費"",""period1"":770000,""period2"":765000},{""account"":""貢献利益"",""period1"":830000,""period2"":835000},{""account"":""固定費"",""period1"":640000,""period2"":640000},{""account"":""営業利益"",""period1"":190000,""period2"":195000}]}","[{""rows"":[{""account"":""売上高"",""period1"":1600000,""period2"":1600000,""score"":0},{""account"":""変動費"",""period1"":770000,""period2"":765000,""score"":3},{""account"":""貢献利益"",""period1"":830000,""period2"":835000,""score"":3},{""account"":""固定費"",""period1"":640000,""period2"":640000,""score"":3},{""account"":""営業利益"",""period1"":190000,""period2"":195000,""score"":3}]}]",,第5問 直接原価計算PL,25025,[],あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,FINANCIAL_STATEMENTS,grade2_volume10,gemini-3-pro-preview
81,10,2026-01-03 10:22:47,Q5,Gemini,12,12,PERFECT,"{""rows"":[{""account"":""売上高"",""period1"":1600000,""period2"":1600000},{""account"":""変動費"",""period1"":770000,""period2"":765000},{""account"":""貢献利益"",""period1"":830000,""period2"":835000},{""account"":""固定費"",""period1"":640000,""period2"":640000},{""account"":""営業利益"",""period1"":190000,""period2"":195000}]}","[{""rows"":[{""account"":""売上高"",""period1"":1600000,""period2"":1600000,""score"":0},{""account"":""変動費"",""period1"":770000,""period2"":765000,""score"":3},{""account"":""貢献利益"",""period1"":830000,""period2"":835000,""score"":3},{""account"":""固定費"",""period1"":640000,""period2"":640000,""score"":3},{""account"":""営業利益"",""period1"":190000,""period2"":195000,""score"":3}]}]",,第5問 直接原価計算PL,30721,[],あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,FINANCIAL_STATEMENTS,grade2_volume10,gemini-3-pro-preview
82,10,2026-01-03 09:48:39,Q5,OpenAI,0,12,FAIL,"{""rows"":[{""account"":""売上高"",""period1"":1600000,""period2"":1600000},{""account"":""変動費"",""period1"":760000,""period2"":760000},{""account"":""貢献利益"",""period1"":840000,""period2"":840000},{""account"":""固定費"",""period1"":650000,""period2"":650000},{""account"":""営業利益"",""period1"":190000,""period2"":190000}]}","[{""rows"":[{""account"":""売上高"",""period1"":1600000,""period2"":1600000,""score"":0},{""account"":""変動費"",""period1"":770000,""period2"":765000,""score"":3},{""account"":""貢献利益"",""period1"":830000,""period2"":835000,""score"":3},{""account"":""固定費"",""period1"":640000,""period2"":640000,""score"":3},{""account"":""営業利益"",""period1"":190000,""period2"":195000,""score"":3}]}]",,第5問 直接原価計算PL,2210,"[""Mismatch in  変動費: Expected {\""account\"":\""変動費\"",\""period1\"":770000,\""period2\"":765000}, Got {\""account\"":\""変動費\"",\""period1\"":760000,\""period2\"":760000}"",""Mismatch in  貢献利益: Expected {\""account\"":\""貢献利益\"",\""period1\"":830000,\""period2\"":835000}, Got {\""account\"":\""貢献利益\"",\""period1\"":840000,\""period2\"":840000}"",""Mismatch in  固定費: Expected {\""account\"":\""固定費\"",\""period1\"":640000,\""period2\"":640000}, Got {\""account\"":\""固定費\"",\""period1\"":650000,\""period2\"":650000}"",""Mismatch in  営業利益: Expected {\""account\"":\""営業利益\"",\""period1\"":190000,\""period2\"":195000}, Got {\""account\"":\""営業利益\"",\""period1\"":190000,\""period2\"":190000}""]",あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,FINANCIAL_STATEMENTS,grade2_volume10,gpt-5.2
83,10,2026-01-03 10:04:13,Q5,OpenAI,0,12,FAIL,"{""rows"":[{""account"":""売上高"",""period1"":1600000,""period2"":1600000},{""account"":""変動費"",""period1"":760000,""period2"":784000},{""account"":""貢献利益"",""period1"":840000,""period2"":816000},{""account"":""固定費"",""period1"":650000,""period2"":650000},{""account"":""営業利益"",""period1"":190000,""period2"":166000}]}","[{""rows"":[{""account"":""売上高"",""period1"":1600000,""period2"":1600000,""score"":0},{""account"":""変動費"",""period1"":770000,""period2"":765000,""score"":3},{""account"":""貢献利益"",""period1"":830000,""period2"":835000,""score"":3},{""account"":""固定費"",""period1"":640000,""period2"":640000,""score"":3},{""account"":""営業利益"",""period1"":190000,""period2"":195000,""score"":3}]}]",,第5問 直接原価計算PL,2084,"[""Mismatch in  変動費: Expected {\""account\"":\""変動費\"",\""period1\"":770000,\""period2\"":765000}, Got {\""account\"":\""変動費\"",\""period1\"":760000,\""period2\"":784000}"",""Mismatch in  貢献利益: Expected {\""account\"":\""貢献利益\"",\""period1\"":830000,\""period2\"":835000}, Got {\""account\"":\""貢献利益\"",\""period1\"":840000,\""period2\"":816000}"",""Mismatch in  固定費: Expected {\""account\"":\""固定費\"",\""period1\"":640000,\""period2\"":640000}, Got {\""account\"":\""固定費\"",\""period1\"":650000,\""period2\"":650000}"",""Mismatch in  営業利益: Expected {\""account\"":\""営業利益\"",\""period1\"":190000,\""period2\"":195000}, Got {\""account\"":\""営業利益\"",\""period1\"":190000,\""period2\"":166000}""]",あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,FINANCIAL_STATEMENTS,grade2_volume10,gpt-5.2
84,10,2026-01-03 10:22:47,Q5,OpenAI,0,12,FAIL,"{""rows"":[{""account"":""売上高"",""period1"":1600000,""period2"":1600000},{""account"":""変動費"",""period1"":760000,""period2"":776000},{""account"":""貢献利益"",""period1"":840000,""period2"":824000},{""account"":""固定費"",""period1"":650000,""period2"":650000},{""account"":""営業利益"",""period1"":190000,""period2"":174000}]}","[{""rows"":[{""account"":""売上高"",""period1"":1600000,""period2"":1600000,""score"":0},{""account"":""変動費"",""period1"":770000,""period2"":765000,""score"":3},{""account"":""貢献利益"",""period1"":830000,""period2"":835000,""score"":3},{""account"":""固定費"",""period1"":640000,""period2"":640000,""score"":3},{""account"":""営業利益"",""period1"":190000,""period2"":195000,""score"":3}]}]",,第5問 直接原価計算PL,1739,"[""Mismatch in  変動費: Expected {\""account\"":\""変動費\"",\""period1\"":770000,\""period2\"":765000}, Got {\""account\"":\""変動費\"",\""period1\"":760000,\""period2\"":776000}"",""Mismatch in  貢献利益: Expected {\""account\"":\""貢献利益\"",\""period1\"":830000,\""period2\"":835000}, Got {\""account\"":\""貢献利益\"",\""period1\"":840000,\""period2\"":824000}"",""Mismatch in  固定費: Expected {\""account\"":\""固定費\"",\""period1\"":640000,\""period2\"":640000}, Got {\""account\"":\""固定費\"",\""period1\"":650000,\""period2\"":650000}"",""Mismatch in  営業利益: Expected {\""account\"":\""営業利益\"",\""period1\"":190000,\""period2\"":195000}, Got {\""account\"":\""営業利益\"",\""period1\"":190000,\""period2\"":174000}""]",あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,FINANCIAL_STATEMENTS,grade2_volume10,gpt-5.2
85,11,2026-01-03 08:32:54,Q1-1,Gemini,4,4,PERFECT,"{""debit"":[{""account"":""売掛金"",""amount"":300000},{""account"":""役務原価"",""amount"":220000}],""credit"":[{""account"":""役務収益"",""amount"":300000},{""account"":""仕掛品"",""amount"":150000},{""account"":""買掛金"",""amount"":70000}]}","[{""debit"":[{""account"":""売掛金"",""amount"":300000},{""account"":""役務原価"",""amount"":220000}],""credit"":[{""account"":""役務収益"",""amount"":300000},{""account"":""仕掛品"",""amount"":150000},{""account"":""買掛金"",""amount"":70000}]}]",,第1問 (1) 仕訳問題,21914,[],あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,JOURNAL,grade2_volume11,gemini-3-pro-preview
86,11,2026-01-03 08:46:05,Q1-1,Gemini,4,4,PERFECT,"{""debit"":[{""account"":""売掛金"",""amount"":300000},{""account"":""役務原価"",""amount"":220000}],""credit"":[{""account"":""役務収益"",""amount"":300000},{""account"":""仕掛品"",""amount"":150000},{""account"":""買掛金"",""amount"":70000}]}","[{""debit"":[{""account"":""売掛金"",""amount"":300000},{""account"":""役務原価"",""amount"":220000}],""credit"":[{""account"":""役務収益"",""amount"":300000},{""account"":""仕掛品"",""amount"":150000},{""account"":""買掛金"",""amount"":70000}]}]",,第1問 (1) 仕訳問題,19907,[],あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,JOURNAL,grade2_volume11,gemini-3-pro-preview
87,11,2026-01-03 09:37:46,Q1-1,Gemini,4,4,PERFECT,"{""debit"":[{""account"":""売掛金"",""amount"":300000},{""account"":""役務原価"",""amount"":220000}],""credit"":[{""account"":""役務収益"",""amount"":300000},{""account"":""仕掛品"",""amount"":150000},{""account"":""買掛金"",""amount"":70000}]}","[{""debit"":[{""account"":""売掛金"",""amount"":300000},{""account"":""役務原価"",""amount"":220000}],""credit"":[{""account"":""役務収益"",""amount"":300000},{""account"":""仕掛品"",""amount"":150000},{""account"":""買掛金"",""amount"":70000}]}]",,第1問 (1) 仕訳問題,20291,[],あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,JOURNAL,grade2_volume11,gemini-3-pro-preview
88,11,2026-01-03 08:32:54,Q1-1,OpenAI,4,4,PERFECT,"{""debit"":[{""account"":""売掛金"",""amount"":300000},{""account"":""役務原価"",""amount"":220000}],""credit"":[{""account"":""役務収益"",""amount"":300000},{""account"":""仕掛品"",""amount"":150000},{""account"":""買掛金"",""amount"":70000}]}","[{""debit"":[{""account"":""売掛金"",""amount"":300000},{""account"":""役務原価"",""amount"":220000}],""credit"":[{""account"":""役務収益"",""amount"":300000},{""account"":""仕掛品"",""amount"":150000},{""account"":""買掛金"",""amount"":70000}]}]",,第1問 (1) 仕訳問題,2794,[],あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,JOURNAL,grade2_volume11,gpt-5.2
89,11,2026-01-03 08:46:05,Q1-1,OpenAI,4,4,PERFECT,"{""debit"":[{""account"":""売掛金"",""amount"":300000},{""account"":""役務原価"",""amount"":220000}],""credit"":[{""account"":""役務収益"",""amount"":300000},{""account"":""仕掛品"",""amount"":150000},{""account"":""買掛金"",""amount"":70000}]}","[{""debit"":[{""account"":""売掛金"",""amount"":300000},{""account"":""役務原価"",""amount"":220000}],""credit"":[{""account"":""役務収益"",""amount"":300000},{""account"":""仕掛品"",""amount"":150000},{""account"":""買掛金"",""amount"":70000}]}]",,第1問 (1) 仕訳問題,1901,[],あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,JOURNAL,grade2_volume11,gpt-5.2
90,11,2026-01-03 09:37:46,Q1-1,OpenAI,4,4,PERFECT,"{""debit"":[{""account"":""売掛金"",""amount"":300000},{""account"":""役務原価"",""amount"":220000}],""credit"":[{""account"":""役務収益"",""amount"":300000},{""account"":""仕掛品"",""amount"":150000},{""account"":""買掛金"",""amount"":70000}]}","[{""debit"":[{""account"":""売掛金"",""amount"":300000},{""account"":""役務原価"",""amount"":220000}],""credit"":[{""account"":""役務収益"",""amount"":300000},{""account"":""仕掛品"",""amount"":150000},{""account"":""買掛金"",""amount"":70000}]}]",,第1問 (1) 仕訳問題,2028,[],あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,JOURNAL,grade2_volume11,gpt-5.2
91,11,2026-01-03 08:32:54,Q1-2,Gemini,4,4,PERFECT,"{""debit"":[{""account"":""機械装置"",""amount"":2000000},{""account"":""構築物"",""amount"":400000},{""account"":""長期前払費用"",""amount"":240000}],""credit"":[{""account"":""営業外支払手形"",""amount"":2640000}]}","[{""debit"":[{""account"":""機械装置"",""amount"":2000000},{""account"":""構築物"",""amount"":400000},{""account"":""長期前払費用"",""amount"":240000}],""credit"":[{""account"":""営業外支払手形"",""amount"":2640000}]}]",,第1問 (2) 仕訳問題,16158,[],あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,JOURNAL,grade2_volume11,gemini-3-pro-preview
92,11,2026-01-03 08:46:05,Q1-2,Gemini,4,4,PERFECT,"{""debit"":[{""account"":""機械装置"",""amount"":2000000},{""account"":""構築物"",""amount"":400000},{""account"":""長期前払費用"",""amount"":240000}],""credit"":[{""account"":""営業外支払手形"",""amount"":2640000}]}","[{""debit"":[{""account"":""機械装置"",""amount"":2000000},{""account"":""構築物"",""amount"":400000},{""account"":""長期前払費用"",""amount"":240000}],""credit"":[{""account"":""営業外支払手形"",""amount"":2640000}]}]",,第1問 (2) 仕訳問題,20450,[],あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,JOURNAL,grade2_volume11,gemini-3-pro-preview
93,11,2026-01-03 09:37:46,Q1-2,Gemini,4,4,PERFECT,"{""debit"":[{""account"":""機械装置"",""amount"":2000000},{""account"":""構築物"",""amount"":400000},{""account"":""長期前払費用"",""amount"":240000}],""credit"":[{""account"":""営業外支払手形"",""amount"":2640000}]}","[{""debit"":[{""account"":""機械装置"",""amount"":2000000},{""account"":""構築物"",""amount"":400000},{""account"":""長期前払費用"",""amount"":240000}],""credit"":[{""account"":""営業外支払手形"",""amount"":2640000}]}]",,第1問 (2) 仕訳問題,26815,[],あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,JOURNAL,grade2_volume11,gemini-3-pro-preview
94,11,2026-01-03 08:32:54,Q1-2,OpenAI,4,4,PERFECT,"{""debit"":[{""account"":""機械装置"",""amount"":2000000},{""account"":""構築物"",""amount"":400000},{""account"":""長期前払費用"",""amount"":240000}],""credit"":[{""account"":""営業外支払手形"",""amount"":2640000}]}","[{""debit"":[{""account"":""機械装置"",""amount"":2000000},{""account"":""構築物"",""amount"":400000},{""account"":""長期前払費用"",""amount"":240000}],""credit"":[{""account"":""営業外支払手形"",""amount"":2640000}]}]",,第1問 (2) 仕訳問題,1415,[],あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,JOURNAL,grade2_volume11,gpt-5.2
95,11,2026-01-03 08:46:05,Q1-2,OpenAI,4,4,PERFECT,"{""debit"":[{""account"":""機械装置"",""amount"":2000000},{""account"":""構築物"",""amount"":400000},{""account"":""長期前払費用"",""amount"":240000}],""credit"":[{""account"":""営業外支払手形"",""amount"":2640000}]}","[{""debit"":[{""account"":""機械装置"",""amount"":2000000},{""account"":""構築物"",""amount"":400000},{""account"":""長期前払費用"",""amount"":240000}],""credit"":[{""account"":""営業外支払手形"",""amount"":2640000}]}]",,第1問 (2) 仕訳問題,2118,[],あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,JOURNAL,grade2_volume11,gpt-5.2
