l,volume,execution_time,id,provider,score_obtained,score_max,status,ai_answer,correct_answer,error,label,latency,mismatches,system_prompt,type,user_prompt
11,10,2026-01-03 10:04:13,Q1-2,OpenAI,0,4,FAIL,"{""debit"":[{""account"":""仮受消費税"",""amount"":2060000},{""account"":""未払消費税"",""amount"":240000}],""credit"":[{""account"":""仮払消費税"",""amount"":2300000},{""account"":null,""amount"":null}]}","[{""debit"":[{""account"":""仮受消費税"",""amount"":2060000},{""account"":""未収還付消費税"",""amount"":240000}],""credit"":[{""account"":""仮払消費税"",""amount"":2300000}]}]",,第1問 (2) 仕訳問題,3579,"[""Missing/Incorrect Entry: {\""credit\"":[{\""account\"":\""仮払消費税\"",\""amount\"":2300000}],\""day\"":null,\""debit\"":[{\""account\"":\""仮受消費税\"",\""amount\"":2060000},{\""account\"":\""未収還付消費税\"",\""amount\"":240000}]}"",""Extra Entry (AI): {\""credit\"":[{\""account\"":\""仮払消費税\"",\""amount\"":2300000}],\""day\"":null,\""debit\"":[{\""account\"":\""仮受消費税\"",\""amount\"":2060000},{\""account\"":\""未払消費税\"",\""amount\"":240000}]}""]",あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,JOURNAL,"# 問題: 第1問 (2) 仕訳問題 

## 背景
決算に際し、商品売買やその他の取引に関連する消費税の納付額を算定し、確定した。なお、当期中に支払った消費税の総額は¥2,300,000であったのに対し、受け取った消費税の総額は¥2,060,000であった。消費税は税抜方式によって処理している。 

## 指示
適切な勘定科目と金額のリストを作成して解答しなさい。
[選択肢] 仮払消費税, 仮払法人税等, 未収還付消費税, 未収還付法人税等, 仮受消費税, 未払消費税, 未払法人税等, 租税公課 

## 解答用紙(Markdown)
以下の表の()部分を埋めて完成させなさい。
| 借方科目 | 金額 | 貸方科目 | 金額 |
| : --- | : --- | : --- | : --- |
| (　) | (　) | (　) | (　) |
| (　) | (　) | (　) | (　) | 

## 選択肢
以下のリストから最も適切なものを選んで解答してください。
仮払消費税, 仮払法人税等, 未収還付消費税, 未収還付法人税等, 仮受消費税, 未払消費税, 未払法人税等, 租税公課"
12,10,2026-01-03 10:22:47,Q1-2,OpenAI,0,4,FAIL,"{""debit"":[{""account"":""仮受消費税"",""amount"":2060000},{""account"":""租税公課"",""amount"":240000}],""credit"":[{""account"":""仮払消費税"",""amount"":2300000},{""account"":""未払消費税"",""amount"":240000}]}","[{""debit"":[{""account"":""仮受消費税"",""amount"":2060000},{""account"":""未収還付消費税"",""amount"":240000}],""credit"":[{""account"":""仮払消費税"",""amount"":2300000}]}]",,第1問 (2) 仕訳問題,1482,"[""Missing/Incorrect Entry: {\""credit\"":[{\""account\"":\""仮払消費税\"",\""amount\"":2300000}],\""day\"":null,\""debit\"":[{\""account\"":\""仮受消費税\"",\""amount\"":2060000},{\""account\"":\""未収還付消費税\"",\""amount\"":240000}]}"",""Extra Entry (AI): {\""credit\"":[{\""account\"":\""仮払消費税\"",\""amount\"":2300000},{\""account\"":\""未払消費税\"",\""amount\"":240000}],\""day\"":null,\""debit\"":[{\""account\"":\""仮受消費税\"",\""amount\"":2060000},{\""account\"":\""租税公課\"",\""amount\"":240000}]}""]",あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,JOURNAL,"# 問題: 第1問 (2) 仕訳問題 

## 背景
決算に際し、商品売買やその他の取引に関連する消費税の納付額を算定し、確定した。なお、当期中に支払った消費税の総額は¥2,300,000であったのに対し、受け取った消費税の総額は¥2,060,000であった。消費税は税抜方式によって処理している。 

## 指示
適切な勘定科目と金額のリストを作成して解答しなさい。
[選択肢] 仮払消費税, 仮払法人税等, 未収還付消費税, 未収還付法人税等, 仮受消費税, 未払消費税, 未払法人税等, 租税公課 

## 解答用紙(Markdown)
以下の表の()部分を埋めて完成させなさい。
| 借方科目 | 金額 | 貸方科目 | 金額 |
| : --- | : --- | : --- | : --- |
| (　) | (　) | (　) | (　) |
| (　) | (　) | (　) | (　) | 

## 選択肢
以下のリストから最も適切なものを選んで解答してください。
仮払消費税, 仮払法人税等, 未収還付消費税, 未収還付法人税等, 仮受消費税, 未払消費税, 未払法人税等, 租税公課"
13,10,2026-01-03 09:48:39,Q1-3,Gemini,4,4,PERFECT,"{""debit"":[{""account"":""満期保有目的債券"",""amount"":99200000},{""account"":""有価証券利息"",""amount"":40000}],""credit"":[{""account"":""普通預金"",""amount"":99240000}]}","[{""debit"":[{""account"":""満期保有目的債券"",""amount"":99200000},{""account"":""有価証券利息"",""amount"":40000}],""credit"":[{""account"":""普通預金"",""amount"":99240000}]}]",,第1問 (3) 仕訳問題,21014,[],あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,JOURNAL,"# 問題: 第1問 (3) 仕訳問題 

## 背景
12月12日に満期まで保有する目的で愛媛産業株式会社発行の社債(額面総額¥100,000,000、利率年0.2%、利払日は3月末日および9月末日) を額面¥100に対し¥99で取得し、代金は証券会社に支払った手数料¥200,000および端数利息 (1年を365日とする日割計算による)とともに、普通預金口座から支払った。 

## 指示
適切な勘定科目と金額のリストを作成して解答しなさい。
[選択肢] 普通預金, 当座預金, 売買目的有価証券, 満期保有目的債券, その他有価証券, 有価証券利息, 有価証券評価益, 支払手数料 

## 解答用紙(Markdown)
以下の表の()部分を埋めて完成させなさい。
| 借方科目 | 金額 | 貸方科目 | 金額 |
| : --- | : --- | : --- | : --- |
| (　) | (　) | (　) | (　) |
| (　) | (　) | (　) | (　) | 

## 選択肢
以下のリストから最も適切なものを選んで解答してください。
普通預金, 当座預金, 売買目的有価証券, 満期保有目的債券, その他有価証券, 有価証券利息, 有価証券評価益, 支払手数料"
14,10,2026-01-03 10:04:13,Q1-3,Gemini,4,4,PERFECT,"{""debit"":[{""account"":""満期保有目的債券"",""amount"":99200000},{""account"":""有価証券利息"",""amount"":40000}],""credit"":[{""account"":""普通預金"",""amount"":99240000}]}","[{""debit"":[{""account"":""満期保有目的債券"",""amount"":99200000},{""account"":""有価証券利息"",""amount"":40000}],""credit"":[{""account"":""普通預金"",""amount"":99240000}]}]",,第1問 (3) 仕訳問題,28242,[],あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,JOURNAL,"# 問題: 第1問 (3) 仕訳問題 

## 背景
12月12日に満期まで保有する目的で愛媛産業株式会社発行の社債(額面総額¥100,000,000、利率年0.2%、利払日は3月末日および9月末日) を額面¥100に対し¥99で取得し、代金は証券会社に支払った手数料¥200,000および端数利息 (1年を365日とする日割計算による)とともに、普通預金口座から支払った。 

## 指示
適切な勘定科目と金額のリストを作成して解答しなさい。
[選択肢] 普通預金, 当座預金, 売買目的有価証券, 満期保有目的債券, その他有価証券, 有価証券利息, 有価証券評価益, 支払手数料 

## 解答用紙(Markdown)
以下の表の()部分を埋めて完成させなさい。
| 借方科目 | 金額 | 貸方科目 | 金額 |
| : --- | : --- | : --- | : --- |
| (　) | (　) | (　) | (　) |
| (　) | (　) | (　) | (　) | 

## 選択肢
以下のリストから最も適切なものを選んで解答してください。
普通預金, 当座預金, 売買目的有価証券, 満期保有目的債券, その他有価証券, 有価証券利息, 有価証券評価益, 支払手数料"
15,10,2026-01-03 10:22:47,Q1-3,Gemini,4,4,PERFECT,"{""debit"":[{""account"":""満期保有目的債券"",""amount"":99200000},{""account"":""有価証券利息"",""amount"":40000}],""credit"":[{""account"":""普通預金"",""amount"":99240000}]}","[{""debit"":[{""account"":""満期保有目的債券"",""amount"":99200000},{""account"":""有価証券利息"",""amount"":40000}],""credit"":[{""account"":""普通預金"",""amount"":99240000}]}]",,第1問 (3) 仕訳問題,23868,[],あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,JOURNAL,"# 問題: 第1問 (3) 仕訳問題 

## 背景
12月12日に満期まで保有する目的で愛媛産業株式会社発行の社債(額面総額¥100,000,000、利率年0.2%、利払日は3月末日および9月末日) を額面¥100に対し¥99で取得し、代金は証券会社に支払った手数料¥200,000および端数利息 (1年を365日とする日割計算による)とともに、普通預金口座から支払った。 

## 指示
適切な勘定科目と金額のリストを作成して解答しなさい。
[選択肢] 普通預金, 当座預金, 売買目的有価証券, 満期保有目的債券, その他有価証券, 有価証券利息, 有価証券評価益, 支払手数料 

## 解答用紙(Markdown)
以下の表の()部分を埋めて完成させなさい。
| 借方科目 | 金額 | 貸方科目 | 金額 |
| : --- | : --- | : --- | : --- |
| (　) | (　) | (　) | (　) |
| (　) | (　) | (　) | (　) | 

## 選択肢
以下のリストから最も適切なものを選んで解答してください。
普通預金, 当座預金, 売買目的有価証券, 満期保有目的債券, その他有価証券, 有価証券利息, 有価証券評価益, 支払手数料"
16,10,2026-01-03 09:48:39,Q1-3,OpenAI,0,4,FAIL,"{""debit"":[{""account"":""満期保有目的債券"",""amount"":99000000},{""account"":""支払手数料"",""amount"":200000}],""credit"":[{""account"":""普通預金"",""amount"":99016438},{""account"":""普通預金"",""amount"":200000}]}","[{""debit"":[{""account"":""満期保有目的債券"",""amount"":99200000},{""account"":""有価証券利息"",""amount"":40000}],""credit"":[{""account"":""普通預金"",""amount"":99240000}]}]",,第1問 (3) 仕訳問題,1557,"[""Missing/Incorrect Entry: {\""credit\"":[{\""account\"":\""普通預金\"",\""amount\"":99240000}],\""day\"":null,\""debit\"":[{\""account\"":\""満期保有目的債券\"",\""amount\"":99200000},{\""account\"":\""有価証券利息\"",\""amount\"":40000}]}"",""Extra Entry (AI): {\""credit\"":[{\""account\"":\""普通預金\"",\""amount\"":200000},{\""account\"":\""普通預金\"",\""amount\"":99016438}],\""day\"":null,\""debit\"":[{\""account\"":\""支払手数料\"",\""amount\"":200000},{\""account\"":\""満期保有目的債券\"",\""amount\"":99000000}]}""]",あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,JOURNAL,"# 問題: 第1問 (3) 仕訳問題 

## 背景
12月12日に満期まで保有する目的で愛媛産業株式会社発行の社債(額面総額¥100,000,000、利率年0.2%、利払日は3月末日および9月末日) を額面¥100に対し¥99で取得し、代金は証券会社に支払った手数料¥200,000および端数利息 (1年を365日とする日割計算による)とともに、普通預金口座から支払った。 

## 指示
適切な勘定科目と金額のリストを作成して解答しなさい。
[選択肢] 普通預金, 当座預金, 売買目的有価証券, 満期保有目的債券, その他有価証券, 有価証券利息, 有価証券評価益, 支払手数料 

## 解答用紙(Markdown)
以下の表の()部分を埋めて完成させなさい。
| 借方科目 | 金額 | 貸方科目 | 金額 |
| : --- | : --- | : --- | : --- |
| (　) | (　) | (　) | (　) |
| (　) | (　) | (　) | (　) | 

## 選択肢
以下のリストから最も適切なものを選んで解答してください。
普通預金, 当座預金, 売買目的有価証券, 満期保有目的債券, その他有価証券, 有価証券利息, 有価証券評価益, 支払手数料"
17,10,2026-01-03 10:04:13,Q1-3,OpenAI,0,4,FAIL,"{""debit"":[{""account"":""満期保有目的債券"",""amount"":99000000},{""account"":""支払手数料"",""amount"":200000}],""credit"":[{""account"":""普通預金"",""amount"":99215890},{""account"":""有価証券利息"",""amount"":215890}]}","[{""debit"":[{""account"":""満期保有目的債券"",""amount"":99200000},{""account"":""有価証券利息"",""amount"":40000}],""credit"":[{""account"":""普通預金"",""amount"":99240000}]}]",,第1問 (3) 仕訳問題,1495,"[""Missing/Incorrect Entry: {\""credit\"":[{\""account\"":\""普通預金\"",\""amount\"":99240000}],\""day\"":null,\""debit\"":[{\""account\"":\""満期保有目的債券\"",\""amount\"":99200000},{\""account\"":\""有価証券利息\"",\""amount\"":40000}]}"",""Extra Entry (AI): {\""credit\"":[{\""account\"":\""普通預金\"",\""amount\"":99215890},{\""account\"":\""有価証券利息\"",\""amount\"":215890}],\""day\"":null,\""debit\"":[{\""account\"":\""支払手数料\"",\""amount\"":200000},{\""account\"":\""満期保有目的債券\"",\""amount\"":99000000}]}""]",あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,JOURNAL,"# 問題: 第1問 (3) 仕訳問題 

## 背景
12月12日に満期まで保有する目的で愛媛産業株式会社発行の社債(額面総額¥100,000,000、利率年0.2%、利払日は3月末日および9月末日) を額面¥100に対し¥99で取得し、代金は証券会社に支払った手数料¥200,000および端数利息 (1年を365日とする日割計算による)とともに、普通預金口座から支払った。 

## 指示
適切な勘定科目と金額のリストを作成して解答しなさい。
[選択肢] 普通預金, 当座預金, 売買目的有価証券, 満期保有目的債券, その他有価証券, 有価証券利息, 有価証券評価益, 支払手数料 

## 解答用紙(Markdown)
以下の表の()部分を埋めて完成させなさい。
| 借方科目 | 金額 | 貸方科目 | 金額 |
| : --- | : --- | : --- | : --- |
| (　) | (　) | (　) | (　) |
| (　) | (　) | (　) | (　) | 

## 選択肢
以下のリストから最も適切なものを選んで解答してください。
普通預金, 当座預金, 売買目的有価証券, 満期保有目的債券, その他有価証券, 有価証券利息, 有価証券評価益, 支払手数料"
18,10,2026-01-03 10:22:47,Q1-3,OpenAI,0,4,FAIL,"{""debit"":[{""account"":""満期保有目的債券"",""amount"":99000000},{""account"":""支払手数料"",""amount"":200000}],""credit"":[{""account"":""普通預金"",""amount"":99219178},{""account"":""有価証券利息"",""amount"":-19178}]}","[{""debit"":[{""account"":""満期保有目的債券"",""amount"":99200000},{""account"":""有価証券利息"",""amount"":40000}],""credit"":[{""account"":""普通預金"",""amount"":99240000}]}]",,第1問 (3) 仕訳問題,27386,"[""Missing/Incorrect Entry: {\""credit\"":[{\""account\"":\""普通預金\"",\""amount\"":99240000}],\""day\"":null,\""debit\"":[{\""account\"":\""満期保有目的債券\"",\""amount\"":99200000},{\""account\"":\""有価証券利息\"",\""amount\"":40000}]}"",""Extra Entry (AI): {\""credit\"":[{\""account\"":\""普通預金\"",\""amount\"":99219178},{\""account\"":\""有価証券利息\"",\""amount\"":-19178}],\""day\"":null,\""debit\"":[{\""account\"":\""支払手数料\"",\""amount\"":200000},{\""account\"":\""満期保有目的債券\"",\""amount\"":99000000}]}""]",あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,JOURNAL,"# 問題: 第1問 (3) 仕訳問題 

## 背景
12月12日に満期まで保有する目的で愛媛産業株式会社発行の社債(額面総額¥100,000,000、利率年0.2%、利払日は3月末日および9月末日) を額面¥100に対し¥99で取得し、代金は証券会社に支払った手数料¥200,000および端数利息 (1年を365日とする日割計算による)とともに、普通預金口座から支払った。 

## 指示
適切な勘定科目と金額のリストを作成して解答しなさい。
[選択肢] 普通預金, 当座預金, 売買目的有価証券, 満期保有目的債券, その他有価証券, 有価証券利息, 有価証券評価益, 支払手数料 

## 解答用紙(Markdown)
以下の表の()部分を埋めて完成させなさい。
| 借方科目 | 金額 | 貸方科目 | 金額 |
| : --- | : --- | : --- | : --- |
| (　) | (　) | (　) | (　) |
| (　) | (　) | (　) | (　) | 

## 選択肢
以下のリストから最も適切なものを選んで解答してください。
普通預金, 当座預金, 売買目的有価証券, 満期保有目的債券, その他有価証券, 有価証券利息, 有価証券評価益, 支払手数料"
19,10,2026-01-03 09:48:39,Q1-4,Gemini,4,4,PERFECT,"{""debit"":[{""account"":""給料"",""amount"":400000},{""account"":""退職給付引当金"",""amount"":19800000},{""account"":""退職給付費用"",""amount"":1200000}],""credit"":[{""account"":""所得税預り金"",""amount"":470000},{""account"":""住民税預り金"",""amount"":30000},{""account"":""当座預金"",""amount"":20900000}]}","[{""debit"":[{""account"":""給料"",""amount"":400000},{""account"":""退職給付引当金"",""amount"":19800000},{""account"":""退職給付費用"",""amount"":1200000}],""credit"":[{""account"":""当座預金"",""amount"":20900000},{""account"":""所得税預り金"",""amount"":470000},{""account"":""住民税預り金"",""amount"":30000}]}]",,第1問 (4) 仕訳問題,25102,[],あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,JOURNAL,"# 問題: 第1問 (4) 仕訳問題 

## 背景
当社の従業員X氏が本日退職し、今月分の給料¥400,000および退職一時金¥21,000,000から所得税の源泉徴収額¥470,000と住民税の源泉徴収額¥30,000を差し引いた手取り額を当座預金口座から支払った。前期末におけるX氏に対する退職一時金は¥19,800,000と見積もられていた。なお、前期末における退職給付引当金の残高は¥356,000,000であり、かつ退職給付引当金への繰入れは決算時のみ行うものとする。 

## 指示
適切な勘定科目と金額のリストを作成して解答しなさい。
[選択肢] 普通預金, 当座預金, 所得税預り金, 住民税預り金, 退職給付引当金, 給料, 退職給付費用, 租税公課 

## 解答用紙(Markdown)
以下の表の()部分を埋めて完成させなさい。
| 借方科目 | 金額 | 貸方科目 | 金額 |
| : --- | : --- | : --- | : --- |
| (　) | (　) | (　) | (　) |
| (　) | (　) | (　) | (　) | 

## 選択肢
以下のリストから最も適切なものを選んで解答してください。
普通預金, 当座預金, 所得税預り金, 住民税預り金, 退職給付引当金, 給料, 退職給付費用, 租税公課"
20,10,2026-01-03 10:04:13,Q1-4,Gemini,4,4,PERFECT,"{""debit"":[{""account"":""退職給付引当金"",""amount"":19800000},{""account"":""退職給付費用"",""amount"":1200000},{""account"":""給料"",""amount"":400000}],""credit"":[{""account"":""当座預金"",""amount"":20900000},{""account"":""所得税預り金"",""amount"":470000},{""account"":""住民税預り金"",""amount"":30000}]}","[{""debit"":[{""account"":""給料"",""amount"":400000},{""account"":""退職給付引当金"",""amount"":19800000},{""account"":""退職給付費用"",""amount"":1200000}],""credit"":[{""account"":""当座預金"",""amount"":20900000},{""account"":""所得税預り金"",""amount"":470000},{""account"":""住民税預り金"",""amount"":30000}]}]",,第1問 (4) 仕訳問題,29919,[],あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,JOURNAL,"# 問題: 第1問 (4) 仕訳問題 

## 背景
当社の従業員X氏が本日退職し、今月分の給料¥400,000および退職一時金¥21,000,000から所得税の源泉徴収額¥470,000と住民税の源泉徴収額¥30,000を差し引いた手取り額を当座預金口座から支払った。前期末におけるX氏に対する退職一時金は¥19,800,000と見積もられていた。なお、前期末における退職給付引当金の残高は¥356,000,000であり、かつ退職給付引当金への繰入れは決算時のみ行うものとする。 

## 指示
適切な勘定科目と金額のリストを作成して解答しなさい。
[選択肢] 普通預金, 当座預金, 所得税預り金, 住民税預り金, 退職給付引当金, 給料, 退職給付費用, 租税公課 

## 解答用紙(Markdown)
以下の表の()部分を埋めて完成させなさい。
| 借方科目 | 金額 | 貸方科目 | 金額 |
| : --- | : --- | : --- | : --- |
| (　) | (　) | (　) | (　) |
| (　) | (　) | (　) | (　) | 

## 選択肢
以下のリストから最も適切なものを選んで解答してください。
普通預金, 当座預金, 所得税預り金, 住民税預り金, 退職給付引当金, 給料, 退職給付費用, 租税公課"
21,10,2026-01-03 10:22:47,Q1-4,Gemini,4,4,PERFECT,"{""debit"":[{""account"":""給料"",""amount"":400000},{""account"":""退職給付引当金"",""amount"":19800000},{""account"":""退職給付費用"",""amount"":1200000}],""credit"":[{""account"":""所得税預り金"",""amount"":470000},{""account"":""住民税預り金"",""amount"":30000},{""account"":""当座預金"",""amount"":20900000}]}","[{""debit"":[{""account"":""給料"",""amount"":400000},{""account"":""退職給付引当金"",""amount"":19800000},{""account"":""退職給付費用"",""amount"":1200000}],""credit"":[{""account"":""当座預金"",""amount"":20900000},{""account"":""所得税預り金"",""amount"":470000},{""account"":""住民税預り金"",""amount"":30000}]}]",,第1問 (4) 仕訳問題,19467,[],あなたは日商簿記3級の受験者です。問題文と指定されたフォーマットに従い、正確に解答してください。リスト形式やネストされた構造の回答が求められる場合は、必要な行数を生成して入力してください。,JOURNAL,"# 問題: 第1問 (4) 仕訳問題 

## 背景
当社の従業員X氏が本日退職し、今月分の給料¥400,000および退職一時金¥21,000,000から所得税の源泉徴収額¥470,000と住民税の源泉徴収額¥30,000を差し引いた手取り額を当座預金口座から支払った。前期末におけるX氏に対する退職一時金は¥19,800,000と見積もられていた。なお、前期末における退職給付引当金の残高は¥356,000,000であり、かつ退職給付引当金への繰入れは決算時のみ行うものとする。 

## 指示
適切な勘定科目と金額のリストを作成して解答しなさい。
[選択肢] 普通預金, 当座預金, 所得税預り金, 住民税預り金, 退職給付引当金, 給料, 退職給付費用, 租税公課 

## 解答用紙(Markdown)
以下の表の()部分を埋めて完成させなさい。
| 借方科目 | 金額 | 貸方科目 | 金額 |
| : --- | : --- | : --- | : --- |
| (　) | (　) | (　) | (　) |
| (　) | (　) | (　) | (　) | 

## 選択肢
以下のリストから最も適切なものを選んで解答してください。
普通預金, 当座預金, 所得税預り金, 住民税預り金, 退職給付引当金, 給料, 退職給付費用, 租税公課"
